DATE	BOGNONBR	CPIAUCSL	FEDFUNDS	INDPRO	M1SL	PPIACO	RESBALNS	UNRATE
2004-03-01	44.816	187.100	1.00	95.2088	1328.7	143.1	12.047	5.8
2004-04-01	45.527	187.400	1.00	95.6385	1332.8	144.8	14.091	5.6
2004-05-01	45.311	188.200	1.00	96.3966	1333.3	146.8	14.081	5.6
2004-06-01	45.689	188.900	1.03	95.6019	1342.7	147.2	13.200	5.6
2004-07-01	45.882	189.100	1.26	96.3385	1340.8	147.4	13.315	5.5
2004-08-01	45.284	189.200	1.43	96.4095	1354.3	148.0	12.385	5.4
2004-09-01	46.142	189.800	1.61	96.4907	1362.5	147.7	13.010	5.4
2004-10-01	46.110	190.800	1.76	97.4094	1362.3	150.0	11.924	5.5
2004-11-01	45.820	191.700	1.93	97.6137	1374.2	151.4	12.090	5.4
2004-12-01	46.362	191.700	2.16	98.3318	1376.0	150.2	12.045	5.4
2005-01-01	47.387	191.600	2.28	98.7845	1367.1	150.9	14.073	5.3
2005-02-01	45.859	192.400	2.50	99.4639	1371.1	151.6	12.224	5.4
2005-03-01	46.767	193.100	2.63	99.3061	1370.8	153.7	12.031	5.2
2005-04-01	46.001	193.700	2.79	99.4734	1358.4	155.0	12.906	5.2
2005-05-01	45.307	193.600	3.00	99.6033	1366.0	154.3	11.918	5.1
2005-06-01	45.854	193.700	3.04	99.9853	1380.1	154.3	11.158	5.0
2005-07-01	45.986	194.900	3.26	99.6692	1369.0	156.3	11.503	5.0
2005-08-01	44.994	196.100	3.50	99.9435	1378.0	157.6	11.028	4.9
2005-09-01	46.068	198.800	3.62	98.0779	1378.6	162.2	11.705	5.0
2005-10-01	45.202	199.100	3.78	99.3149	1376.6	166.2	10.252	5.0
2005-11-01	44.974	198.100	4.00	100.3216	1375.9	163.7	10.145	5.0
2005-12-01	44.795	198.100	4.16	100.9437	1374.3	163.0	10.046	4.9
2006-01-01	44.267	199.300	4.29	101.0627	1379.5	164.3	10.272	4.7
2006-02-01	44.083	199.400	4.49	101.0669	1378.4	161.8	9.409	4.8
2006-03-01	43.709	199.700	4.59	101.2751	1383.1	162.2	9.138	4.7
2006-04-01	44.305	200.700	4.79	101.6813	1381.4	164.3	10.304	4.7
2006-05-01	44.762	201.300	4.94	101.5790	1387.2	165.8	10.719	4.6
2006-06-01	45.282	201.800	4.99	101.9693	1375.5	166.1	9.989	4.6
2006-07-01	44.214	202.900	5.24	101.9319	1372.5	166.8	9.688	4.7
2006-08-01	42.798	203.800	5.25	102.3327	1372.6	167.9	8.845	4.7
2006-09-01	42.918	202.800	5.25	102.1252	1364.3	165.4	9.159	4.5
2006-10-01	42.566	201.900	5.25	102.0668	1370.4	162.2	8.225	4.4
2006-11-01	42.762	202.000	5.25	101.9688	1370.5	164.6	8.372	4.5
2006-12-01	42.933	203.100	5.24	103.0292	1366.4	165.6	8.479	4.4
2007-01-01	41.787	203.437	5.25	102.4933	1371.7	164.0	8.750	4.6
2007-02-01	42.149	204.226	5.26	103.5264	1362.9	166.8	7.616	4.5
2007-03-01	41.889	205.288	5.26	103.7521	1366.4	169.3	7.434	4.4
2007-04-01	42.248	205.904	5.25	104.4814	1378.2	171.4	8.509	4.5
2007-05-01	43.336	206.755	5.25	104.5322	1381.0	173.3	9.128	4.4
2007-06-01	44.007	207.234	5.25	104.5617	1368.2	173.8	8.736	4.6
2007-07-01	42.308	207.603	5.26	104.5227	1371.9	175.1	8.296	4.7
2007-08-01	44.627	207.667	5.02	104.7556	1376.8	172.4	10.912	4.6
2007-09-01	41.767	208.547	4.94	105.1611	1375.6	173.5	8.728	4.7
2007-10-01	42.758	209.190	4.76	104.7171	1379.6	174.7	8.275	4.7
2007-11-01	42.830	210.834	4.49	105.3338	1371.2	179.0	8.497	4.7
2007-12-01	27.702	211.445	4.24	105.3457	1373.0	178.6	8.098	5.0
2008-01-01	-3.145	212.174	3.94	105.0619	1377.7	181.0	8.665	5.0
2008-02-01	-16.638	212.687	2.98	104.7094	1380.4	182.7	8.344	4.9
2008-03-01	-49.585	213.448	2.61	104.4616	1388.6	187.9	9.885	5.1
2008-04-01	-90.696	213.942	2.28	103.6704	1391.5	190.9	9.751	5.0
2008-05-01	-109.790	215.208	1.98	103.0863	1393.6	196.6	10.844	5.4
2008-06-01	-125.244	217.463	2.00	102.8445	1404.6	200.5	10.148	5.6
2008-07-01	-119.867	219.016	2.01	102.3002	1421.2	205.5	10.510	5.8
2008-08-01	-121.545	218.690	2.00	100.7353	1407.9	199.0	10.454	6.1
2008-09-01	-186.779	218.877	1.81	96.3666	1462.2	196.9	67.514	6.1
2008-10-01	-332.926	216.995	0.97	97.2832	1474.1	186.4	278.018	6.5
2008-11-01	-89.480	213.153	0.39	96.0605	1513.6	176.8	571.077	6.8
2008-12-01	166.621	211.398	0.16	93.2521	1601.1	170.9	783.631	7.3
2009-01-01	293.893	211.933	0.15	91.0373	1582.8	171.2	820.669	7.8
2009-02-01	117.789	212.705	0.22	90.4502	1567.1	169.3	662.192	8.3
2009-03-01	167.300	212.495	0.18	89.0160	1578.8	168.1	741.020	8.7
2009-04-01	322.689	212.709	0.15	88.3056	1612.0	169.1	844.528	9.0
2009-05-01	375.789	213.022	0.18	87.4155	1617.9	170.8	865.312	9.4
2009-06-01	371.089	214.790	0.21	87.0742	1659.0	174.1	771.976	9.5
2009-07-01	429.130	214.726	0.16	88.0323	1662.7	172.5	758.906	9.5
2009-08-01	497.598	215.445	0.16	89.0190	1660.7	175.0	790.761	9.6
2009-09-01	615.346	215.861	0.15	89.6926	1665.1	174.1	884.206	9.8
2009-10-01	791.329	216.509	0.12	89.9797	1678.3	175.2	1017.767	10.0
2009-11-01	923.499	217.234	0.12	90.3375	1681.3	177.4	1102.446	9.9
2009-12-01	968.755	217.347	0.12	90.6132	1691.9	178.1	1099.831	9.9
2010-01-01	967.186	217.488	0.11	91.6642	1674.6	181.9	1070.701	9.8
2010-02-01	1113.481	217.281	0.13	91.9940	1699.7	181.0	1183.755	9.8
2010-03-01	1094.300	217.353	0.16	92.5993	1711.9	183.3	1143.627	9.9
2010-04-01	1036.415	217.403	0.20	92.9436	1699.6	184.4	1076.456	9.9
2010-05-01	1034.332	217.290	0.20	94.2997	1710.6	184.8	1070.761	9.6
2010-06-01	1029.954	217.199	0.18	94.4397	1731.7	183.5	1058.765	9.4
2010-07-01	1022.248	217.605	0.18	94.8536	1724.4	184.1	1046.938	9.4
2010-08-01	1025.750	217.923	0.19	95.1448	1749.3	184.9	1044.121	9.5
2010-09-01	995.239	218.275	0.19	95.3637	1766.5	184.9	1006.743	9.5
2010-10-01	991.320	219.035	0.19	95.1109	1780.9	186.6	998.508	9.4
2010-11-01	992.036	219.590	0.19	95.1383	1826.2	187.7	997.742	9.8
2010-12-01	1031.871	220.472	0.18	96.0599	1835.8	189.7	1035.074	9.3
2011-01-01	1074.624	221.187	0.17	95.9364	1853.4	192.7	1066.213	9.1
2011-02-01	1240.628	221.898	0.16	95.5154	1872.5	195.8	1219.257	9.0
2011-03-01	1416.273	223.046	0.14	96.4643	1891.3	199.2	1391.358	9.0
2011-04-01	1508.786	224.093	0.10	96.1187	1901.4	203.1	1484.147	9.1
2011-05-01	1572.695	224.806	0.09	96.3377	1938.7	204.1	1546.486	9.0
2011-06-01	1653.372	224.806	0.09	96.6154	1956.2	203.9	1622.346	9.1
2011-07-01	1684.238	225.395	0.07	97.1292	2001.9	204.6	1652.208	9.0
2011-08-01	1654.864	226.106	0.10	97.6731	2113.8	203.2	1621.060	9.0
2011-09-01	1630.662	226.597	0.08	97.6494	2128.1	203.7	1596.944	9.0
2011-10-01	1626.919	226.750	0.07	98.3222	2140.2	201.1	1592.447	8.8
2011-11-01	1581.362	227.169	0.08	98.2433	2164.1	201.4	1546.124	8.6
2011-12-01	1587.574	227.223	0.07	98.7876	2163.5	199.8	1550.043	8.5
2012-01-01	1605.687	227.842	0.08	99.3925	2201.8	200.7	1568.915	8.3
2012-02-01	1649.998	228.329	0.10	99.6203	2209.9	201.6	1609.775	8.3
2012-03-01	1600.490	228.807	0.13	99.1551	2229.0	204.2	1557.859	8.2
2012-04-01	1577.905	229.187	0.14	99.9006	2248.8	203.7	1537.808	8.2
2012-05-01	1550.503	228.713	0.16	100.0924	2257.2	201.9	1510.119	8.2
2012-06-01	1551.961	228.524	0.16	100.0728	2277.3	199.8	1507.596	8.2
2012-07-01	1579.791	228.590	0.16	100.3354	2318.5	200.1	1535.052	8.2
2012-08-01	1579.017	229.918	0.13	99.8560	2348.9	202.7	1532.976	8.1
2012-09-01	1513.923	231.015	0.14	99.9049	2390.1	204.4	1468.681	7.8
2012-10-01	1523.679	231.638	0.16	100.1167	2422.5	203.5	1476.730	7.8
2012-11-01	1545.758	231.249	0.16	100.5991	2421.2	201.8	1497.506	7.7
2012-12-01	1568.221	231.221	0.16	100.9542	2460.6	201.5	1517.425	7.9
2013-01-01	1630.307	231.679	0.14	100.8204	2473.3	202.5	1582.524	8.0
2013-02-01	1730.944	232.937	0.15	101.3995	2472.4	204.3	1680.086	7.7
2013-03-01	1812.675	232.282	0.14	101.8114	2480.4	204.0	1760.359	7.5
2013-04-01	1881.984	231.797	0.15	101.6364	2515.8	203.5	1832.952	7.6
2013-05-01	1980.025	231.893	0.11	101.7476	2530.7	204.1	1930.723	7.5
2013-06-01		232.445	0.09	101.9549	2531.4	204.3	2010.604	7.5
2013-07-01		232.900	0.09	101.5204	2545.8	204.4	2094.225	7.3
2013-08-01		233.456	0.08	102.1907	2552.1	204.2	2199.056	7.2
2013-09-01		233.544	0.08	102.7170	2584.5	203.9	2281.080	7.2
2013-10-01		233.669	0.09	102.5371	2623.0	202.5	2374.958	7.2
2013-11-01		234.100	0.08	102.8379	2623.1	201.2	2463.012	6.9
2013-12-01		234.719	0.09	103.1504	2664.4	202.0	2485.248	6.7
2014-01-01		235.288	0.07	102.7216	2696.4	203.8	2498.153	6.6
2014-02-01		235.547	0.07	103.5917	2726.4	205.7	2593.879	6.7
2014-03-01		236.028	0.08	104.5889	2754.8	207.0	2623.027	6.7
2014-04-01		236.468	0.09	104.6371	2778.6	208.3	2660.368	6.2
2014-05-01		236.918	0.09	105.0152	2795.2	208.0	2635.180	6.3
2014-06-01		237.231	0.10	105.4081	2829.5	208.3	2668.354	6.1
2014-07-01		237.498	0.09	105.6157	2841.6	208.0	2704.004	6.2
2014-08-01		237.460	0.09	105.4986	2802.9	207.0	2786.867	6.1
2014-09-01		237.477	0.09	105.8138	2862.2	206.4	2759.284	5.9
2014-10-01		237.430	0.09	105.8357	2868.8	203.4	2705.668	5.7
2014-11-01		236.983	0.09	106.6634	2884.9	200.9	2519.578	5.8
2014-12-01		236.252	0.12	106.5085	2940.7	197.0	2606.700	5.6
2015-01-01		234.718	0.11	105.9806	2941.0	192.0	2683.709	5.7
2015-02-01		235.236	0.11	105.4425	3007.1	191.1	2496.868	5.5
2015-03-01		236.005	0.11	105.1464	2999.6	191.5	2675.202	5.4
2015-04-01		236.156	0.12	104.5272	3000.9	190.9	2698.960	5.4
2015-05-01		236.974	0.12	104.0742	2986.6	193.4	2584.359	5.6
2015-06-01		237.684	0.13	103.7174	3020.0	194.8	2553.138	5.3
2015-07-01		238.053	0.13	104.3243	3039.7	193.9	2590.841	5.2
2015-08-01		238.028	0.14	104.1621	3028.5	191.9	2608.263	5.1
2015-09-01		237.506	0.14	103.7768	3044.2	189.1	2643.958	5.0
2015-10-01		237.781	0.12	103.3976	3018.6	187.5	2668.193	5.0
2015-11-01		238.016	0.12	102.6866	3081.7	185.7	2602.104	5.1
2015-12-01		237.817	0.24	102.1014	3094.9	183.5	2419.774	5.0
2016-01-01		237.833	0.34	102.9525	3099.0	182.6	2376.108	4.9
2016-02-01		237.469	0.38	102.2225	3130.4	181.3	2448.797	4.9
2016-03-01		238.038	0.36	101.4155	3151.1	182.1	2460.382	5.0
2016-04-01		238.827	0.37	101.5167	3200.3	183.2	2427.737	5.0
2016-05-01		239.464	0.37	101.4298	3238.7	185.3	2384.089	4.8
2016-06-01		240.167	0.38	101.8747	3245.7	187.6	2367.024	4.9
2016-07-01		240.150	0.39	102.1325	3247.9	187.7	2309.659	4.8
2016-08-01		240.602	0.40	102.0407	3315.1	186.6	2352.298	4.9
2016-09-01		241.051	0.40	102.0477	3326.5	186.9	2265.320	5.0
2016-10-01		241.691	0.40	102.2485	3335.7	186.7	2095.127	4.9
2016-11-01		242.029	0.41	102.0507	3354.1	186.3	2140.315	4.7
2016-12-01		242.772	0.54	102.9281	3342.4	188.2	2031.007	4.7
2017-01-01		243.780	0.65	103.0366	3390.9	190.7	2092.776	4.7
2017-02-01		243.961	0.66	102.6479	3404.7	191.6	2237.980	4.7
2017-03-01		243.749	0.79	103.3430	3445.5	191.5	2326.253	4.4
2017-04-01		244.051	0.90	104.2721	3454.2	193.0	2281.420	4.4
2017-05-01		243.962	0.91	104.4129	3517.3	192.8	2225.769	4.4
2017-06-01		244.182	1.04	104.5849	3525.9	193.6	2206.547	4.3
2017-07-01		244.390	1.15	104.5427	3550.9	193.5	2233.323	4.3
2017-08-01		245.297	1.16	104.0475	3580.7	193.8	2344.015	4.4
2017-09-01		246.418	1.15	104.0502	3574.2	194.8	2295.735	4.2
2017-10-01		246.587	1.15	105.6287	3606.7	194.9	2245.701	4.1
2017-11-01		247.332	1.16	106.1930	3630.6	195.9	2314.455	4.2
2017-12-01		247.901	1.30	106.5360	3612.0	196.3	2244.274	4.1
2018-01-01		248.884	1.41	106.2655	3653.1	197.9	2214.601	4.1
2018-02-01		249.369	1.42	106.6419	3622.5	199.3	2238.775	4.1
2018-03-01		249.498	1.51	107.2519	3656.3	199.3	2167.009	4.0
2018-04-01		249.956	1.69	108.2223	3660.2	200.3	2086.192	3.9
2018-05-01		250.646	1.70	107.3639	3654.6	203.2	2022.453	3.8
2018-06-01		251.134	1.82	108.1707	3655.0	204.2	1988.224	4.0
2018-07-01		251.597	1.91	108.6520	3676.9	204.3	1949.820	3.9
2018-08-01		251.879	1.91	109.5246	3679.8	203.4	1911.165	3.8
2018-09-01		252.010	1.95	109.6749	3703.6	203.6	1873.866	3.7
2018-10-01		252.794	2.19	109.9165	3720.7	204.6	1830.017	3.8
2018-11-01		252.760	2.20	110.5396	3700.0	202.3	1775.291	3.7
2018-12-01		252.723	2.27	110.5878	3751.2	201.0	1691.394	3.9
2019-01-01		252.673	2.40	110.2114	3744.3	198.6	1639.030	4.0
2019-02-01		253.113	2.40	110.3372	3766.3	198.7	1645.233	3.8
2019-03-01		254.148	2.41	110.2214	3725.9	201.1	1661.297	3.8
2019-04-01		254.958	2.42			202.1	1559.450	3.6
